DataCode,RecType,RecYear,PlotID,Treatment,Spnum,Genus,Species,Abundance
PPL01,1,2005,21,N2P3,4,bouteloua,curtipendula,2.75
PPL01,1,2005,21,N2P3,40,amorpha,canescens,4
PPL01,1,2005,21,N2P3,46,ambrosia,psilostachya,2.75
PPL01,1,2005,21,N2P3,55,asclepias,verticillata,0.75
PPL01,1,2005,21,N2P3,58,aster,ericoides,2
PPL01,1,2005,22,N1P3,109,dalea,purpurea,1.5
PPL01,1,2005,22,N1P3,121,salvia,azurea,0.5
PPL01,1,2005,22,N1P3,18,sorghastrum,nutans,12.5
PPL01,1,2005,22,N1P3,2,andropogon,gerardii,73.75
PPL01,1,2005,22,N1P3,21,sporobolus,asper,0.5
PPL01,1,2005,22,N1P3,23,sporobolus,heterolepis,2.5
PPL01,1,2005,22,N1P3,3,andropogon,scoparius,9.5
PPL01,1,2005,22,N1P3,33,carex,heliophila,2
PPL01,1,2005,22,N1P3,34,carex,meadii,1.25
PPL01,1,2005,22,N1P3,4,bouteloua,curtipendula,1
PPL01,1,2005,22,N1P3,40,amorpha,canescens,4.75
PPL01,1,2005,22,N1P3,55,asclepias,verticillata,1.25
PPL01,1,2005,22,N1P3,58,aster,ericoides,0.75
PPL01,1,2005,22,N1P3,59,aster,oblongifolius,8.25
PPL01,1,2005,23,N1P1,120,ruellia,humilis,0.25
PPL01,1,2005,23,N1P1,128,solidago,missouriensis,0.75
PPL01,1,2005,23,N1P1,14,dichanthelium,oligosanthes,0.5
PPL01,1,2005,23,N1P1,18,sorghastrum,nutans,6.5
PPL01,1,2005,23,N1P1,2,andropogon,gerardii,52.5
PPL01,1,2005,23,N1P1,21,sporobolus,asper,0.5
PPL01,1,2005,23,N1P1,23,sporobolus,heterolepis,17.5
PPL01,1,2005,23,N1P1,3,andropogon,scoparius,19.25
PPL01,1,2005,23,N1P1,33,carex,heliophila,1.25
PPL01,1,2005,23,N1P1,34,carex,meadii,1.5
PPL01,1,2005,23,N1P1,4,bouteloua,curtipendula,2.25
PPL01,1,2005,23,N1P1,40,amorpha,canescens,1.25
PPL01,1,2005,23,N1P1,46,ambrosia,psilostachya,0.5
PPL01,1,2005,23,N1P1,55,asclepias,verticillata,1.25
PPL01,1,2005,23,N1P1,58,aster,ericoides,6.75
PPL01,1,2005,23,N1P1,60,aster,sericeus,1.75
PPL01,1,2005,23,N1P1,76,echinacea,angustifolia,0.25
PPL01,1,2005,24,N2P3,102,oxalis,stricta,2.5
PPL01,1,2005,24,N2P3,18,sorghastrum,nutans,67.5
PPL01,1,2005,24,N2P3,2,andropogon,gerardii,20
PPL01,1,2005,24,N2P3,3,andropogon,scoparius,11.25
PPL01,1,2005,24,N2P3,33,carex,heliophila,0.75
PPL01,1,2005,24,N2P3,34,carex,meadii,0.75
PPL01,1,2005,24,N2P3,4,bouteloua,curtipendula,5.5
PPL01,1,2005,24,N2P3,46,ambrosia,psilostachya,2.25
PPL01,1,2005,24,N2P3,59,aster,oblongifolius,1.75
PPL01,1,2005,25,N1P0,106,dalea,candida,1.75
PPL01,1,2005,25,N1P0,11,eragrostis,spectabilis,6.75
PPL01,1,2005,25,N1P0,111,physalis,pumila,0.25
PPL01,1,2005,25,N1P0,125,sisyrinchium,campestre,0.5
PPL01,1,2005,25,N1P0,128,solidago,missouriensis,17.75
PPL01,1,2005,25,N1P0,14,dichanthelium,oligosanthes,1
PPL01,1,2005,25,N1P0,18,sorghastrum,nutans,46.25
PPL01,1,2005,25,N1P0,2,andropogon,gerardii,52.5
PPL01,1,2005,25,N1P0,3,andropogon,scoparius,46.25
PPL01,1,2005,25,N1P0,33,carex,heliophila,9
PPL01,1,2005,25,N1P0,34,carex,meadii,17.5
PPL01,1,2005,25,N1P0,36,cyperus,lupulinus,0.5
PPL01,1,2005,25,N1P0,4,bouteloua,curtipendula,6.5
PPL01,1,2005,25,N1P0,49,antennaria,neglecta,0.25
PPL01,1,2005,25,N1P0,58,aster,ericoides,6
PPL01,1,2005,25,N1P0,86,kuhnia,eupatorioides,1.75
PPL01,1,2005,26,N2P2,106,dalea,candida,1.25
PPL01,1,2005,26,N2P2,109,dalea,purpurea,1.5
PPL01,1,2005,26,N2P2,12,koeleria,pyramidata,1
PPL01,1,2005,26,N2P2,120,ruellia,humilis,0.25
PPL01,1,2005,26,N2P2,14,dichanthelium,oligosanthes,1.25
PPL01,1,2005,26,N2P2,17,poa,pratensis,2.75
PPL01,1,2005,26,N2P2,18,sorghastrum,nutans,81.25
PPL01,1,2005,26,N2P2,2,andropogon,gerardii,48
PPL01,1,2005,26,N2P2,3,andropogon,scoparius,14.25
PPL01,1,2005,26,N2P2,33,carex,heliophila,1.75
PPL01,1,2005,26,N2P2,34,carex,meadii,23.75
PPL01,1,2005,26,N2P2,4,bouteloua,curtipendula,25
PPL01,1,2005,26,N2P2,40,amorpha,canescens,15
PPL01,1,2005,26,N2P2,54,asclepias,stenophylla,2.5
PPL01,1,2005,26,N2P2,57,asclepias,tuberosa,1
PPL01,1,2005,26,N2P2,58,aster,ericoides,0.75
PPL01,1,2005,27,N1P0,111,physalis,pumila,0.25
PPL01,1,2005,27,N1P0,120,ruellia,humilis,0.5
PPL01,1,2005,27,N1P0,125,sisyrinchium,campestre,0.5
PPL01,1,2005,27,N1P0,128,solidago,missouriensis,7.25
PPL01,1,2005,27,N1P0,14,dichanthelium,oligosanthes,8.5
PPL01,1,2005,27,N1P0,18,sorghastrum,nutans,43.75
PPL01,1,2005,27,N1P0,2,andropogon,gerardii,58.75
PPL01,1,2005,27,N1P0,3,andropogon,scoparius,45
PPL01,1,2005,27,N1P0,33,carex,heliophila,13.75
PPL01,1,2005,27,N1P0,34,carex,meadii,10
PPL01,1,2005,27,N1P0,4,bouteloua,curtipendula,11.5
PPL01,1,2005,27,N1P0,54,asclepias,stenophylla,0.5
PPL01,1,2005,27,N1P0,55,asclepias,verticillata,1.5
PPL01,1,2005,27,N1P0,58,aster,ericoides,6.25
PPL01,1,2005,28,N1P1,120,ruellia,humilis,0.5
PPL01,1,2005,28,N1P1,125,sisyrinchium,campestre,0.25
PPL01,1,2005,28,N1P1,128,solidago,missouriensis,0.5
PPL01,1,2005,28,N1P1,14,dichanthelium,oligosanthes,2
PPL01,1,2005,28,N1P1,17,poa,pratensis,0.5
PPL01,1,2005,28,N1P1,18,sorghastrum,nutans,40
PPL01,1,2005,28,N1P1,2,andropogon,gerardii,53.75
PPL01,1,2005,28,N1P1,21,sporobolus,asper,0.75
PPL01,1,2005,28,N1P1,3,andropogon,scoparius,55
PPL01,1,2005,28,N1P1,33,carex,heliophila,17.5
PPL01,1,2005,28,N1P1,34,carex,meadii,15
PPL01,1,2005,28,N1P1,4,bouteloua,curtipendula,10
PPL01,1,2005,28,N1P1,40,amorpha,canescens,5
PPL01,1,2005,28,N1P1,46,ambrosia,psilostachya,3.25
PPL01,1,2005,28,N1P1,55,asclepias,verticillata,0.5
PPL01,1,2005,28,N1P1,58,aster,ericoides,12
PPL01,1,2005,29,N2P0,106,dalea,candida,1
PPL01,1,2005,29,N2P0,128,solidago,missouriensis,1.75
PPL01,1,2005,29,N2P0,14,dichanthelium,oligosanthes,4.25
PPL01,1,2005,29,N2P0,18,sorghastrum,nutans,62.5
PPL01,1,2005,29,N2P0,2,andropogon,gerardii,71.25
PPL01,1,2005,29,N2P0,3,andropogon,scoparius,28
PPL01,1,2005,29,N2P0,33,carex,heliophila,6
PPL01,1,2005,29,N2P0,34,carex,meadii,6.5
PPL01,1,2005,29,N2P0,4,bouteloua,curtipendula,13.5
PPL01,1,2005,29,N2P0,40,amorpha,canescens,1.75
PPL01,1,2005,29,N2P0,46,ambrosia,psilostachya,3
PPL01,1,2005,29,N2P0,58,aster,ericoides,12.5
PPL01,1,2005,29,N2P0,86,kuhnia,eupatorioides,0.75
PPL01,1,2005,29,N2P0,92,linum,sulcatum,0.25
PPL01,1,2005,30,N1P1,120,ruellia,humilis,1
PPL01,1,2005,30,N1P1,128,solidago,missouriensis,2.75
PPL01,1,2005,30,N1P1,14,dichanthelium,oligosanthes,0.25
PPL01,1,2005,30,N1P1,18,sorghastrum,nutans,42.5
PPL01,1,2005,30,N1P1,2,andropogon,gerardii,63.75
PPL01,1,2005,30,N1P1,3,andropogon,scoparius,32.5
PPL01,1,2005,30,N1P1,33,carex,heliophila,7.25
PPL01,1,2005,30,N1P1,4,bouteloua,curtipendula,7.5
PPL01,1,2005,30,N1P1,40,amorpha,canescens,1
PPL01,1,2005,30,N1P1,46,ambrosia,psilostachya,21.25
PPL01,1,2005,30,N1P1,55,asclepias,verticillata,2
PPL01,1,2005,30,N1P1,58,aster,ericoides,3.75
PPL01,1,2005,30,N1P1,59,aster,oblongifolius,0.25
PPL01,1,2005,30,N1P1,65,baptisia,australis,3.25
PPL01,1,2005,31,N2P1,106,dalea,candida,1
PPL01,1,2005,31,N2P1,120,ruellia,humilis,0.5
PPL01,1,2005,31,N2P1,121,salvia,azurea,3.75
PPL01,1,2005,31,N2P1,14,dichanthelium,oligosanthes,4.25
PPL01,1,2005,31,N2P1,17,poa,pratensis,0.75
PPL01,1,2005,31,N2P1,18,sorghastrum,nutans,12
PPL01,1,2005,31,N2P1,2,andropogon,gerardii,77.5
PPL01,1,2005,31,N2P1,21,sporobolus,asper,4
PPL01,1,2005,31,N2P1,3,andropogon,scoparius,6.25
PPL01,1,2005,31,N2P1,33,carex,heliophila,8
PPL01,1,2005,31,N2P1,34,carex,meadii,10.75
PPL01,1,2005,31,N2P1,4,bouteloua,curtipendula,10
PPL01,1,2005,31,N2P1,40,amorpha,canescens,3.75
PPL01,1,2005,31,N2P1,55,asclepias,verticillata,3.75
PPL01,1,2005,31,N2P1,58,aster,ericoides,5.5
PPL01,1,2005,31,N2P1,86,kuhnia,eupatorioides,0.25
PPL01,1,2005,32,N2P0,120,ruellia,humilis,0.75
PPL01,1,2005,32,N2P0,128,solidago,missouriensis,0.75
PPL01,1,2005,32,N2P0,14,dichanthelium,oligosanthes,8.25
PPL01,1,2005,32,N2P0,147,viola,pedatifida,0.25
PPL01,1,2005,32,N2P0,18,sorghastrum,nutans,9.75
PPL01,1,2005,32,N2P0,2,andropogon,gerardii,81.25
PPL01,1,2005,32,N2P0,21,sporobolus,asper,1.5
PPL01,1,2005,32,N2P0,216,euphorbia,serpens,0.25
PPL01,1,2005,32,N2P0,3,andropogon,scoparius,5.75
PPL01,1,2005,32,N2P0,33,carex,heliophila,1.5
PPL01,1,2005,32,N2P0,34,carex,meadii,21.25
PPL01,1,2005,32,N2P0,4,bouteloua,curtipendula,10
PPL01,1,2005,32,N2P0,40,amorpha,canescens,2.5
PPL01,1,2005,32,N2P0,46,ambrosia,psilostachya,2.75
PPL01,1,2005,32,N2P0,58,aster,ericoides,5.25
PPL01,1,2005,32,N2P0,73,delphinium,virescens,0.75
PPL01,1,2005,32,N2P0,86,kuhnia,eupatorioides,3
PPL01,1,2005,32,N2P0,92,linum,sulcatum,0.5
PPL01,1,2005,33,N1P0,11,eragrostis,spectabilis,2.25
PPL01,1,2005,33,N1P0,111,physalis,pumila,1
PPL01,1,2005,33,N1P0,12,koeleria,pyramidata,0.5
PPL01,1,2005,33,N1P0,120,ruellia,humilis,1
PPL01,1,2005,33,N1P0,121,salvia,azurea,0.5
PPL01,1,2005,33,N1P0,125,sisyrinchium,campestre,0.5
PPL01,1,2005,33,N1P0,128,solidago,missouriensis,2
PPL01,1,2005,33,N1P0,14,dichanthelium,oligosanthes,4.25
PPL01,1,2005,33,N1P0,18,sorghastrum,nutans,2.25
PPL01,1,2005,33,N1P0,2,andropogon,gerardii,62.5
PPL01,1,2005,33,N1P0,21,sporobolus,asper,1.25
PPL01,1,2005,33,N1P0,23,sporobolus,heterolepis,0.75
PPL01,1,2005,33,N1P0,3,andropogon,scoparius,20.75
PPL01,1,2005,33,N1P0,33,carex,heliophila,7.75
PPL01,1,2005,33,N1P0,34,carex,meadii,1.25
PPL01,1,2005,33,N1P0,4,bouteloua,curtipendula,7.5
PPL01,1,2005,33,N1P0,40,amorpha,canescens,20.25
PPL01,1,2005,33,N1P0,46,ambrosia,psilostachya,4
PPL01,1,2005,33,N1P0,49,antennaria,neglecta,2
PPL01,1,2005,33,N1P0,55,asclepias,verticillata,2
PPL01,1,2005,33,N1P0,58,aster,ericoides,8.5
PPL01,1,2005,34,N1P0,106,dalea,candida,1.5
PPL01,1,2005,34,N1P0,118,ratibida,columnifera,1
PPL01,1,2005,34,N1P0,12,koeleria,pyramidata,0.75
PPL01,1,2005,34,N1P0,14,dichanthelium,oligosanthes,0.75
PPL01,1,2005,34,N1P0,18,sorghastrum,nutans,2.25
PPL01,1,2005,34,N1P0,2,andropogon,gerardii,55
PPL01,1,2005,34,N1P0,3,andropogon,scoparius,36.25
PPL01,1,2005,34,N1P0,33,carex,heliophila,9.25
PPL01,1,2005,34,N1P0,34,carex,meadii,5.5
PPL01,1,2005,34,N1P0,4,bouteloua,curtipendula,4.75
PPL01,1,2005,34,N1P0,40,amorpha,canescens,13.75
PPL01,1,2005,34,N1P0,43,symphoricarpos,orbiculatus,0.75
PPL01,1,2005,34,N1P0,58,aster,ericoides,1.25
PPL01,1,2005,34,N1P0,65,baptisia,australis,1.25
PPL01,1,2005,35,N2P3,106,dalea,candida,2
PPL01,1,2005,35,N2P3,111,physalis,pumila,3.25
PPL01,1,2005,35,N2P3,118,ratibida,columnifera,1.5
PPL01,1,2005,35,N2P3,120,ruellia,humilis,7.5
PPL01,1,2005,35,N2P3,14,dichanthelium,oligosanthes,2.75
PPL01,1,2005,35,N2P3,18,sorghastrum,nutans,6.5
PPL01,1,2005,35,N2P3,2,andropogon,gerardii,60
PPL01,1,2005,35,N2P3,3,andropogon,scoparius,18.75
PPL01,1,2005,35,N2P3,33,carex,heliophila,1
PPL01,1,2005,35,N2P3,34,carex,meadii,0.5
PPL01,1,2005,35,N2P3,4,bouteloua,curtipendula,3.5
PPL01,1,2005,35,N2P3,40,amorpha,canescens,7
PPL01,1,2005,35,N2P3,46,ambrosia,psilostachya,11
PPL01,1,2005,35,N2P3,55,asclepias,verticillata,7.5
PPL01,1,2005,35,N2P3,58,aster,ericoides,18.5
PPL01,1,2005,35,N2P3,79,euphorbia,spathulata,0.25
PPL01,1,2005,35,N2P3,86,kuhnia,eupatorioides,0.75
PPL01,1,2005,36,N1P2,120,ruellia,humilis,1
PPL01,1,2005,36,N1P2,128,solidago,missouriensis,0.5
PPL01,1,2005,36,N1P2,14,dichanthelium,oligosanthes,4.75
PPL01,1,2005,36,N1P2,140,vernonia,baldwinii,1.75
PPL01,1,2005,36,N1P2,17,poa,pratensis,0.5
PPL01,1,2005,36,N1P2,18,sorghastrum,nutans,3.75
PPL01,1,2005,36,N1P2,2,andropogon,gerardii,47.5
PPL01,1,2005,36,N1P2,21,sporobolus,asper,0.25
PPL01,1,2005,36,N1P2,3,andropogon,scoparius,27.5
PPL01,1,2005,36,N1P2,33,carex,heliophila,8.25
PPL01,1,2005,36,N1P2,34,carex,meadii,6
PPL01,1,2005,36,N1P2,4,bouteloua,curtipendula,7.25
PPL01,1,2005,36,N1P2,40,amorpha,canescens,1.25
PPL01,1,2005,36,N1P2,46,ambrosia,psilostachya,1.25
PPL01,1,2005,36,N1P2,55,asclepias,verticillata,3.25
PPL01,1,2005,36,N1P2,58,aster,ericoides,8.25
PPL01,1,2005,37,N2P1,106,dalea,candida,0.75
PPL01,1,2005,37,N2P1,111,physalis,pumila,8.5
PPL01,1,2005,37,N2P1,14,dichanthelium,oligosanthes,3.25
PPL01,1,2005,37,N2P1,147,viola,pedatifida,0.25
PPL01,1,2005,37,N2P1,18,sorghastrum,nutans,66.25
PPL01,1,2005,37,N2P1,2,andropogon,gerardii,65
PPL01,1,2005,37,N2P1,21,sporobolus,asper,13.75
PPL01,1,2005,37,N2P1,33,carex,heliophila,3
PPL01,1,2005,37,N2P1,34,carex,meadii,16.25
PPL01,1,2005,37,N2P1,4,bouteloua,curtipendula,5.5
PPL01,1,2005,37,N2P1,40,amorpha,canescens,2.5
PPL01,1,2005,37,N2P1,46,ambrosia,psilostachya,9.25
PPL01,1,2005,37,N2P1,55,asclepias,verticillata,0.5
PPL01,1,2005,37,N2P1,58,aster,ericoides,4.5
PPL01,1,2005,37,N2P1,86,kuhnia,eupatorioides,0.75
PPL01,1,2005,38,N2P0,102,oxalis,stricta,0.25
PPL01,1,2005,38,N2P0,120,ruellia,humilis,0.25
PPL01,1,2005,38,N2P0,127,solidago,canadensis,0.25
PPL01,1,2005,38,N2P0,14,dichanthelium,oligosanthes,3.75
PPL01,1,2005,38,N2P0,17,poa,pratensis,0.75
PPL01,1,2005,38,N2P0,18,sorghastrum,nutans,72.5
PPL01,1,2005,38,N2P0,2,andropogon,gerardii,52.5
PPL01,1,2005,38,N2P0,21,sporobolus,asper,7.25
PPL01,1,2005,38,N2P0,3,andropogon,scoparius,23.75
PPL01,1,2005,38,N2P0,33,carex,heliophila,0.5
PPL01,1,2005,38,N2P0,34,carex,meadii,11.25
PPL01,1,2005,38,N2P0,4,bouteloua,curtipendula,6.5
PPL01,1,2005,38,N2P0,40,amorpha,canescens,38.75
PPL01,1,2005,38,N2P0,46,ambrosia,psilostachya,5
PPL01,1,2005,38,N2P0,58,aster,ericoides,5.5
PPL01,1,2005,39,N2P0,11,eragrostis,spectabilis,7.5
PPL01,1,2005,39,N2P0,128,solidago,missouriensis,2.25
PPL01,1,2005,39,N2P0,14,dichanthelium,oligosanthes,13
PPL01,1,2005,39,N2P0,17,poa,pratensis,0.25
PPL01,1,2005,39,N2P0,18,sorghastrum,nutans,38.75
PPL01,1,2005,39,N2P0,2,andropogon,gerardii,18.75
PPL01,1,2005,39,N2P0,21,sporobolus,asper,3.5
PPL01,1,2005,39,N2P0,23,sporobolus,heterolepis,32.5
PPL01,1,2005,39,N2P0,3,andropogon,scoparius,40
PPL01,1,2005,39,N2P0,33,carex,heliophila,3
PPL01,1,2005,39,N2P0,34,carex,meadii,20.5
PPL01,1,2005,39,N2P0,36,cyperus,lupulinus,1
PPL01,1,2005,39,N2P0,4,bouteloua,curtipendula,6.25
PPL01,1,2005,39,N2P0,40,amorpha,canescens,4.5
PPL01,1,2005,39,N2P0,46,ambrosia,psilostachya,0.5
PPL01,1,2005,39,N2P0,55,asclepias,verticillata,0.5
PPL01,1,2005,39,N2P0,56,asclepias,viridis,3.75
PPL01,1,2005,39,N2P0,58,aster,ericoides,35
PPL01,1,2005,40,N2P0,106,dalea,candida,0.25
PPL01,1,2005,40,N2P0,11,eragrostis,spectabilis,0.75
PPL01,1,2005,40,N2P0,120,ruellia,humilis,1
PPL01,1,2005,40,N2P0,121,salvia,azurea,0.25
PPL01,1,2005,40,N2P0,14,dichanthelium,oligosanthes,2.25
PPL01,1,2005,40,N2P0,18,sorghastrum,nutans,45
PPL01,1,2005,40,N2P0,2,andropogon,gerardii,76.25
PPL01,1,2005,40,N2P0,3,andropogon,scoparius,26.25
PPL01,1,2005,40,N2P0,33,carex,heliophila,3.25
PPL01,1,2005,40,N2P0,4,bouteloua,curtipendula,12.25
PPL01,1,2005,40,N2P0,40,amorpha,canescens,9.75
PPL01,1,2005,40,N2P0,46,ambrosia,psilostachya,7.75
PPL01,1,2005,40,N2P0,55,asclepias,verticillata,1
PPL01,1,2005,40,N2P0,58,aster,ericoides,11.25
PPL01,1,2005,40,N2P0,9,elymus,canadensis,1
PPL01,1,2005,41,N1P2,106,dalea,candida,0.25
PPL01,1,2005,41,N1P2,128,solidago,missouriensis,0.75
PPL01,1,2005,41,N1P2,14,dichanthelium,oligosanthes,6
PPL01,1,2005,41,N1P2,17,poa,pratensis,2.75
PPL01,1,2005,41,N1P2,2,andropogon,gerardii,38.75
PPL01,1,2005,41,N1P2,21,sporobolus,asper,1.5
PPL01,1,2005,41,N1P2,23,sporobolus,heterolepis,32.5
PPL01,1,2005,41,N1P2,3,andropogon,scoparius,11
PPL01,1,2005,41,N1P2,33,carex,heliophila,13
PPL01,1,2005,41,N1P2,34,carex,meadii,12.5
PPL01,1,2005,41,N1P2,4,bouteloua,curtipendula,3.25
PPL01,1,2005,41,N1P2,40,amorpha,canescens,8
PPL01,1,2005,41,N1P2,46,ambrosia,psilostachya,0.5
PPL01,1,2005,41,N1P2,49,antennaria,neglecta,0.75
PPL01,1,2005,41,N1P2,55,asclepias,verticillata,0.25
PPL01,1,2005,41,N1P2,57,asclepias,tuberosa,0.25
PPL01,1,2005,41,N1P2,58,aster,ericoides,2
PPL01,1,2005,41,N1P2,59,aster,oblongifolius,5.75
PPL01,1,2005,42,N2P3,102,oxalis,stricta,0.75
PPL01,1,2005,42,N2P3,121,salvia,azurea,25
PPL01,1,2005,42,N2P3,14,dichanthelium,oligosanthes,6
PPL01,1,2005,42,N2P3,17,poa,pratensis,2.5
PPL01,1,2005,42,N2P3,18,sorghastrum,nutans,46.25
PPL01,1,2005,42,N2P3,2,andropogon,gerardii,46.25
PPL01,1,2005,42,N2P3,21,sporobolus,asper,17.5
PPL01,1,2005,42,N2P3,3,andropogon,scoparius,47.5
PPL01,1,2005,42,N2P3,33,carex,heliophila,3
PPL01,1,2005,42,N2P3,34,carex,meadii,0.25
PPL01,1,2005,42,N2P3,36,cyperus,lupulinus,0.25
PPL01,1,2005,42,N2P3,4,bouteloua,curtipendula,5
PPL01,1,2005,42,N2P3,40,amorpha,canescens,2.5
PPL01,1,2005,42,N2P3,46,ambrosia,psilostachya,31.25
PPL01,1,2005,42,N2P3,55,asclepias,verticillata,0.25
PPL01,1,2005,42,N2P3,58,aster,ericoides,7
PPL01,1,2005,43,N1P1,106,dalea,candida,0.75
PPL01,1,2005,43,N1P1,109,dalea,purpurea,0.25
PPL01,1,2005,43,N1P1,12,koeleria,pyramidata,0.5
PPL01,1,2005,43,N1P1,120,ruellia,humilis,0.25
PPL01,1,2005,43,N1P1,121,salvia,azurea,2.25
PPL01,1,2005,43,N1P1,125,sisyrinchium,campestre,0.25
PPL01,1,2005,43,N1P1,14,dichanthelium,oligosanthes,2.25
PPL01,1,2005,43,N1P1,17,poa,pratensis,1.25
PPL01,1,2005,43,N1P1,18,sorghastrum,nutans,13.75
PPL01,1,2005,43,N1P1,2,andropogon,gerardii,52.5
PPL01,1,2005,43,N1P1,21,sporobolus,asper,13
PPL01,1,2005,43,N1P1,3,andropogon,scoparius,17.75
PPL01,1,2005,43,N1P1,33,carex,heliophila,8.75
PPL01,1,2005,43,N1P1,34,carex,meadii,3.5
PPL01,1,2005,43,N1P1,4,bouteloua,curtipendula,2.25
PPL01,1,2005,43,N1P1,46,ambrosia,psilostachya,5.75
PPL01,1,2005,43,N1P1,55,asclepias,verticillata,0.25
PPL01,1,2005,43,N1P1,58,aster,ericoides,6.75
PPL01,1,2005,44,N2P2,102,oxalis,stricta,0.25
PPL01,1,2005,44,N2P2,111,physalis,pumila,3.5
PPL01,1,2005,44,N2P2,120,ruellia,humilis,0.5
PPL01,1,2005,44,N2P2,128,solidago,missouriensis,1
PPL01,1,2005,44,N2P2,14,dichanthelium,oligosanthes,7.25
PPL01,1,2005,44,N2P2,17,poa,pratensis,0.5
PPL01,1,2005,44,N2P2,18,sorghastrum,nutans,15
PPL01,1,2005,44,N2P2,2,andropogon,gerardii,72.5
PPL01,1,2005,44,N2P2,21,sporobolus,asper,4
PPL01,1,2005,44,N2P2,3,andropogon,scoparius,6.25
PPL01,1,2005,44,N2P2,33,carex,heliophila,0.5
PPL01,1,2005,44,N2P2,34,carex,meadii,4.75
PPL01,1,2005,44,N2P2,4,bouteloua,curtipendula,0.5
PPL01,1,2005,44,N2P2,40,amorpha,canescens,5
PPL01,1,2005,44,N2P2,46,ambrosia,psilostachya,16.75
PPL01,1,2005,44,N2P2,55,asclepias,verticillata,0.25
PPL01,1,2005,44,N2P2,58,aster,ericoides,8.25
PPL01,1,2005,45,N2P1,128,solidago,missouriensis,0.25
PPL01,1,2005,45,N2P1,14,dichanthelium,oligosanthes,2
PPL01,1,2005,45,N2P1,17,poa,pratensis,2.5
PPL01,1,2005,45,N2P1,18,sorghastrum,nutans,11.25
PPL01,1,2005,45,N2P1,2,andropogon,gerardii,77.5
PPL01,1,2005,45,N2P1,3,andropogon,scoparius,4.5
PPL01,1,2005,45,N2P1,33,carex,heliophila,1.25
PPL01,1,2005,45,N2P1,34,carex,meadii,5
PPL01,1,2005,45,N2P1,4,bouteloua,curtipendula,0.5
PPL01,1,2005,45,N2P1,40,amorpha,canescens,10.25
PPL01,1,2005,45,N2P1,46,ambrosia,psilostachya,11.25
PPL01,1,2005,45,N2P1,55,asclepias,verticillata,0.75
PPL01,1,2005,45,N2P1,58,aster,ericoides,13.25
PPL01,1,2005,45,N2P1,86,kuhnia,eupatorioides,0.75
PPL01,1,2005,45,N2P1,9,elymus,canadensis,0.25
PPL01,1,2005,46,N2P3,102,oxalis,stricta,0.25
PPL01,1,2005,46,N2P3,111,physalis,pumila,0.25
PPL01,1,2005,46,N2P3,14,dichanthelium,oligosanthes,7.75
PPL01,1,2005,46,N2P3,18,sorghastrum,nutans,8.75
PPL01,1,2005,46,N2P3,2,andropogon,gerardii,55
PPL01,1,2005,46,N2P3,21,sporobolus,asper,2
PPL01,1,2005,46,N2P3,3,andropogon,scoparius,21.25
PPL01,1,2005,46,N2P3,33,carex,heliophila,3
PPL01,1,2005,46,N2P3,34,carex,meadii,4.75
PPL01,1,2005,46,N2P3,4,bouteloua,curtipendula,2
PPL01,1,2005,46,N2P3,46,ambrosia,psilostachya,18
PPL01,1,2005,46,N2P3,58,aster,ericoides,31.25
PPL01,1,2005,47,N2P0,102,oxalis,stricta,1
PPL01,1,2005,47,N2P0,120,ruellia,humilis,0.25
PPL01,1,2005,47,N2P0,14,dichanthelium,oligosanthes,4
PPL01,1,2005,47,N2P0,18,sorghastrum,nutans,19.5
PPL01,1,2005,47,N2P0,2,andropogon,gerardii,66.25
PPL01,1,2005,47,N2P0,216,euphorbia,serpens,0.25
PPL01,1,2005,47,N2P0,3,andropogon,scoparius,12.5
PPL01,1,2005,47,N2P0,300,euphorbia,nutans,0.5
PPL01,1,2005,47,N2P0,33,carex,heliophila,6.25
PPL01,1,2005,47,N2P0,34,carex,meadii,10.25
PPL01,1,2005,47,N2P0,4,bouteloua,curtipendula,7.25
PPL01,1,2005,47,N2P0,46,ambrosia,psilostachya,1.75
PPL01,1,2005,47,N2P0,58,aster,ericoides,5.25
PPL01,1,2005,47,N2P0,59,aster,oblongifolius,0.25
PPL01,1,2005,48,N1P0,120,ruellia,humilis,0.25
PPL01,1,2005,48,N1P0,125,sisyrinchium,campestre,0.5
PPL01,1,2005,48,N1P0,14,dichanthelium,oligosanthes,6.25
PPL01,1,2005,48,N1P0,17,poa,pratensis,0.75
PPL01,1,2005,48,N1P0,18,sorghastrum,nutans,8.25
PPL01,1,2005,48,N1P0,2,andropogon,gerardii,31.25
PPL01,1,2005,48,N1P0,21,sporobolus,asper,1.5
PPL01,1,2005,48,N1P0,3,andropogon,scoparius,55
PPL01,1,2005,48,N1P0,300,euphorbia,nutans,0.25
PPL01,1,2005,48,N1P0,33,carex,heliophila,1.75
PPL01,1,2005,48,N1P0,34,carex,meadii,24.25
PPL01,1,2005,48,N1P0,4,bouteloua,curtipendula,13.75
PPL01,1,2005,48,N1P0,40,amorpha,canescens,13.75
PPL01,1,2005,48,N1P0,46,ambrosia,psilostachya,0.25
PPL01,1,2005,48,N1P0,55,asclepias,verticillata,1.5
PPL01,1,2005,48,N1P0,58,aster,ericoides,20
PPL01,1,2005,48,N1P0,59,aster,oblongifolius,6.25
PPL01,1,2006,1,N2P1,111,physalis,pumila,2.5
PPL01,1,2006,1,N2P1,12,koeleria,pyramidata,1.5
